ItemID,ItemName,ItemDescription,Profession,ItemAtlas,ItemIcon,IconTransform,ItemAtlas1,ItemIcon1,ItemType,ItemQuality,ReqLevel,SellPrize,SortID,DoodadFx,Access,ShowTips,CanTrade,AuctionType,AuctionGroup,OverCnt,AuctionRange,AuctionUpperLimit,AuctPriceRecommend,AuctionRecentPrice,Overlap,NumberName,TimeLimit,Decompose,DecomposeGold,ItemEffect,ReqRoll,IsNeedShowTipsPanel,IsCanRecycle,Sell,BagType
588,简洁的婚戒,简洁的婚戒，与伴侣一起组队参与副本可获得暴击+5%的效果,0,Item/Item,184,,common/Universal,,4,2,1,,40000,Common/Drop/Drop_bag,230=0,1,0,0,0,100,0.5=1.5,999,0,,9999,个,,,,,1,,0,,1
589,奢华的婚戒,奢华的婚戒，与伴侣一起组队参与副本可获得暴击+7%的效果,0,Item/Item,185,,common/Universal,,4,3,1,,40000,Common/Drop/Drop_bag,230=0,1,0,0,0,100,0.5=1.5,999,0,,9999,个,,,,,1,,0,,1
590,简洁结婚证,获得众神祝福的婚姻证明，进行简洁的求婚仪式时需要向小爱神厄洛斯出示此证明，龙币商店-消耗品有售,0,Item/Item,182,,common/Universal,,4,2,1,,40000,Common/Drop/Drop_bag,230=0,1,0,0,0,100,0.5=1.5,999,0,,9999,个,,,,,1,,0,7=500,1
591,奢华结婚证,获得众神祝福的婚姻证明，进行奢华的求婚仪式时需要向小爱神厄洛斯出示此证明，钻石商店-消耗品有售,0,Item/Item,183,,common/Universal,,4,3,1,,40000,Common/Drop/Drop_bag,230=0,1,0,0,0,100,0.5=1.5,999,0,,9999,个,,,,,1,,0,7=1000,1
592,婚车钥匙,用来开启婚车巡城仪式,0,Item/Item,181,,common/Universal,,4,3,1,,40000,Common/Drop/Drop_bag,230=0,1,0,0,0,100,0.5=1.5,999,0,,9999,个,,,,,1,,0,,1
593,回归币,可在回归福利商店中购买商品,0,Item/Item,89,,common/Universal,icon-89,4,3,1,,40000,Common/Drop/Drop_bag,65=0,1,0,0,0,100,0.5=1.5,999,0,,9999,个,,,,,1,,0,,1
594,1级通用龙玉币,点击兑换，可以在龙玉商店中兑换各属性1级龙玉,0,Item/Item,26,,common/Universal,icon-26,4,2,1,,594,Common/Drop/Drop_bag,391=0,1,0,0,0,1,0.5=1.5,999,0,,9999,个,,,,,1,,0,,1
595,爱情徽章,可在夫妻商店中兑换道具,0,Item/Item,186,,common/Universal,icon-186,4,2,1,,40000,Common/Drop/Drop_bag,230=0,1,0,0,0,100,0.5=1.5,999,0,,9999,个,,,,,1,,0,,1
597,S级铭文礼包（55级）,打开可以获得随机55级S品质铭文,0,Item/Item,56,,common/Universal,,2,4,1,,90096,Prefabs/Effects/Default/Szbz_glow,,1,0,0,0,999,0.5=1.5,99,0,,20,个,,,,,1,,0,,2
598,S级铭文礼包（75级）,打开可以获得随机75级S品质铭文,0,Item/Item,56,,common/Universal,,2,4,1,,90096,Prefabs/Effects/Default/Szbz_glow,,1,0,0,0,999,0.5=1.5,99,0,,20,个,,,,,1,,0,,2
599,上班族找回礼包,打开可以获得50张找回券,0,Item/Item,56,,common/Universal,,2,2,1,,90096,Common/Drop/Drop_bag,,1,0,0,0,999,0.5=1.5,1,0,,1,个,,,,,1,,0,,2
600,精灵海盗饭团,香喷喷的饭团子，喂养精灵可以增加100点经验,0,Item/Item,700,,common/Universal,icon-700,17,1,1,,600,Common/Drop/Drop_bag,65=0|218=0,1,0,0,0,99999999,0.5=1.5,0,0,,0,个,,,,,0,,,,1
601,精灵捣蛋罐头,营养丰富的罐头，喂养精灵可以增加300点经验,0,Item/Item,701,,common/Universal,icon-701,17,2,0,,601,Common/Drop/Drop_bag,106=0|218=0,1,0,0,0,99999999,0.5=1.5,0,10,,0,个,,,,,0,,,,1
602,精灵派对蛋糕,可口的大大蛋糕，喂养精灵可以增加1000点经验,0,Item/Item,702,,common/Universal,icon-702,17,3,0,,602,Common/Drop/Drop_bag,212=0|211=0|106=0|218=0,1,0,0,0,99999999,0.5=1.5,0,30,,0,个,,,,,0,,,,1
603,精灵升星药水,培养精灵升星使用的药水，精灵培养值满升星后技能将得到提高，属性大幅增加,0,Item/Item,704,,common/Universal,icon-704,17,3,0,,603,Common/Drop/Drop_bag,106=0|210=0,1,0,0,0,99999999,0.5=1.5,999,0,,9999,个,,,,,1,,,,1
604,精灵觉醒药水,精灵觉醒使用的药水，觉醒后的精灵资质相应改变,0,Item/Item,703,,common/Universal,icon-703,17,2,0,,604,Common/Drop/Drop_bag,106=0|210=0,1,1,23,0,99999999,1=1,999,30,10000=4=45,9999,个,,,15,,1,,1,,1
605,珍贵的精灵蛋,珍贵无比的精灵蛋，可以在精灵-召唤中使用,0,Item/Item,60,,common/Universal,icon-60,4,2,0,,603,Common/Drop/Drop_bag,69=0,1,0,0,0,99999999,0.5=1.5,999,0,,9999,个,,,,Effects/FX_Particle/UIfx/UI_itemeffect_1,1,,,,1
606,稀有的精灵蛋,极其稀有的精灵蛋，可以在精灵-召唤中使用,0,Item/Item,61,,common/Universal,icon-61,4,3,0,,604,Common/Drop/Drop_bag,70=0,1,0,0,0,99999999,1=1,999,0,,9999,个,,,,,1,,,,1
607,重铸石,蕴含强烈气息的石头，可以在龙器-神炉-重铸中，将指定的龙器属性、技能重新生成而不改变套装效果{n}[FF0000]重铸后龙器的属性加成至少为橙色属性[-],0,Item/Item,12,,Item/Item,12,4,3,0,,603,Prefabs/Effects/Default/Szcs_glow,212=0,1,0,0,0,99999999,0.5=1.5,999,0,,9999,个,,,,Effects/FX_Particle/UIfx/UI_itemeffect_1,1,,,,1
608,融合石,蕴含神秘气息的石头，可以在龙器-神炉-融合中使用，提高融合成功率，融合成功可将被融合的辅龙器技能效果替换主龙器的技能效果{n}[FF0000]（2技能融合2技能效果全替换{n}3技能融合3技能效果全替换{n}2技能融合到3技能随机替换2条{n}3技能融合到2技能随机2条替换）[-],0,Item/Item,11,,Item/Item,11,4,3,0,,604,Prefabs/Effects/Default/Szcs_glow,212=0,1,0,0,0,99999999,0.5=1.5,999,0,,9999,个,,,,,1,,,,1
610,潘多拉之心,蕴含古代女神潘多拉梦痕的钻石做成的宝石{n}{n}开启潘多拉之心需要消耗1个潘多拉火种，必定获得500金币，额外随机获得商城道具或S级坐骑、翅膀、尾巴、纹身,0,Item/Item,53,,common/Universal,icon-53,26,3,0,,90107,Common/Drop/Drop_bag,212=0|211=0,1,1,26,0,99999999,1=1,999,10,10000=2=15,9999,个,,,,,1,,,,1
611,潘多拉火种,唯一可以开启潘多拉之心的物品{n}使用潘多拉之心就会自动消耗潘多拉火种{n}必定获得500金币，额外随机获得商城道具或S级坐骑、翅膀、尾巴、纹身,0,Item/Item,52,,common/Universal,icon-52,26,3,0,,90108,Prefabs/Effects/Default/Szbz_glow,212=0|211=0,1,0,0,0,99999999,0.5=1.5,999,0,,9999,个,,,,,1,,,,1
612,潘多拉幸运礼包,开启后可以获得1个潘多拉之心和1个潘多拉火种,0,Item/Item,51,,,,2,3,0,,999999,Common/Drop/Drop_bag,212=0,1,0,0,0,99999999,0.5=1.5,999,0,,9999,个,,,,,0,,,,2
613,普通的阳光石,制作大主教套装武器和副手的消耗材料,0,Item/Item,120,,common/Universal,icon-14,4,1,53,1000,40009,Common/Drop/Drop_bag,102=616|210=0|235=0|236=0,1,1,6,4,100,1=1,999,5,10000=1=7,9999,个,,,,,1,,0,1=1000,1
614,普通的月光石,制作大主教套装套装防具的消耗材料,0,Item/Item,121,,common/Universal,icon-501,4,1,53,1000,40010,Common/Drop/Drop_bag,102=612|103=614|210=0|235=0|236=0,1,1,6,4,100,1=1,999,5,10000=1=7,9999,个,,,,,1,,0,1=1000,1
615,精致的阳光石,制作70套装武器和副手的消耗材料,0,Item/Item,120,,common/Universal,icon-14,4,1,63,1000,40009,Common/Drop/Drop_bag,102=716|210=0,1,1,6,4,100,1=1,999,5,10000=1=7,9999,个,,,,,1,,0,1=1000,1
616,精致的月光石,制作70套装套装防具的消耗材料,0,Item/Item,121,,common/Universal,icon-501,4,1,63,1000,40010,Common/Drop/Drop_bag,102=712|103=714|210=0,1,1,6,4,100,1=1,999,5,10000=1=7,9999,个,,,,,1,,0,1=1000,1
617,无暇的阳光石,制作80套装武器和副手的消耗材料,0,Item/Item,120,,common/Universal,icon-14,4,1,73,1000,40009,Common/Drop/Drop_bag,102=616|210=0,1,1,6,4,100,1=1,999,5,10000=1=7,9999,个,,,,,1,,0,1=1000,1
618,无暇的月光石,制作80套装套装防具的消耗材料,0,Item/Item,121,,common/Universal,icon-501,4,1,73,1000,40010,Common/Drop/Drop_bag,102=612|103=614|210=0,1,1,6,4,100,1=1,999,5,10000=1=7,9999,个,,,,,1,,0,1=1000,1
619,完美的阳光石,制作90套装武器和副手的消耗材料,0,Item/Item,120,,common/Universal,icon-14,4,1,83,1000,40009,Common/Drop/Drop_bag,102=616|210=0,1,1,6,4,100,1=1,999,5,10000=1=7,9999,个,,,,,1,,0,1=1000,1
620,完美的月光石,制作90套装套装防具的消耗材料,0,Item/Item,121,,common/Universal,icon-501,4,1,83,1000,40010,Common/Drop/Drop_bag,102=612|103=614|210=0,1,1,6,4,100,1=1,999,5,10000=1=7,9999,个,,,,,1,,0,1=1000,1
621,普通的阳光精华,制作100套装武器和副手的消耗材料,0,Item/Item,120,,common/Universal,icon-14,4,1,93,1000,40009,Common/Drop/Drop_bag,102=616|210=0,1,1,6,4,100,1=1,999,5,10000=1=7,9999,个,,,,,1,,0,1=1000,1
622,普通的月光精华,制作100套装套装防具的消耗材料,0,Item/Item,121,,common/Universal,icon-501,4,1,93,1000,40010,Common/Drop/Drop_bag,102=612|103=614|210=0,1,1,6,4,100,1=1,999,5,10000=1=7,9999,个,,,,,1,,0,1=1000,1
623,精致的阳光精华,制作110套装武器和副手的消耗材料,0,Item/Item,120,,common/Universal,icon-14,4,1,103,1000,40009,Common/Drop/Drop_bag,102=616|210=0,1,1,6,4,100,1=1,999,5,10000=1=7,9999,个,,,,,1,,0,1=1000,1
624,精致的月光精华,制作110套装套装防具的消耗材料,0,Item/Item,121,,common/Universal,icon-501,4,1,103,1000,40010,Common/Drop/Drop_bag,102=612|103=614|210=0,1,1,6,4,100,1=1,999,5,10000=1=7,9999,个,,,,,1,,0,1=1000,1
625,无暇的阳光精华,制作120套装武器和副手的消耗材料,0,Item/Item,120,,common/Universal,icon-14,4,1,113,1000,40009,Common/Drop/Drop_bag,102=616|210=0,1,1,6,4,100,1=1,999,5,10000=1=7,9999,个,,,,,1,,0,1=1000,1
626,无暇的月光精华,制作120套装套装防具的消耗材料,0,Item/Item,121,,common/Universal,icon-501,4,1,113,1000,40010,Common/Drop/Drop_bag,102=612|103=614|210=0,1,1,6,4,100,1=1,999,5,10000=1=7,9999,个,,,,,1,,0,1=1000,1
630,古代图腾之刃,制作大主教套装主武器的核心材料,0,Item/EquipCreate,dzj_1,,common/Universal,icon-14,4,3,53,,40044,Common/Drop/Drop_bag,126=1047|210=0,1,1,7,4,1,0.5=1.5,999,40,10000=5=60,9999,个,,,10,,1,,1,,1
631,古代图腾宝珠,制作大主教套装副手的核心材料,0,Item/EquipCreate,dzj_2,,common/Universal,icon-501,4,3,53,,40043,Common/Drop/Drop_bag,126=1047|210=0,1,1,7,4,1,0.5=1.5,999,40,10000=5=60,9999,个,,,10,,1,,1,,1
632,古代图腾头饰,制作大主教套装头盔的核心材料,0,Item/EquipCreate,dzj_3,,common/Universal,icon-14,4,3,53,,40039,Common/Drop/Drop_bag,126=1045|210=0,1,1,7,4,1,0.5=1.5,999,40,10000=5=60,9999,个,,,10,,1,,1,,1
633,古代图腾盔甲,制作大主教套装上装的核心材料,0,Item/EquipCreate,dzj_4,,common/Universal,icon-501,4,3,53,,40040,Common/Drop/Drop_bag,126=1046|210=0,1,1,7,4,1,0.5=1.5,999,40,10000=5=60,9999,个,,,10,,1,,1,,1
634,古代图腾之枪,制作大主教套装下装的核心材料,0,Item/EquipCreate,dzj_5,,common/Universal,icon-14,4,3,53,,40041,Common/Drop/Drop_bag,126=1046|210=0,1,1,7,4,1,0.5=1.5,999,40,10000=5=60,9999,个,,,10,,1,,1,,1
635,古代图腾灵魂,制作大主教套装手套和鞋子的核心材料,0,Item/EquipCreate,dzj_6,,common/Universal,icon-501,4,3,53,,40042,Common/Drop/Drop_bag,126=1045|210=0,1,1,7,4,1,0.5=1.5,999,40,10000=5=60,9999,个,,,10,,1,,1,,1
636,古代图腾之眼,制作大主教套装武器和副手的辅助材料,0,Item/EquipCreate,dzj_7,,common/Universal,icon-14,4,2,53,,40037,Common/Drop/Drop_bag,126=1047|210=0,1,1,7,4,1,1=1,999,10,10000=2=15,9999,个,,,,,1,,0,1=2000,1
637,古代图腾之镜,制作大主教套装防具的辅助材料,0,Item/EquipCreate,dzj_8,,common/Universal,icon-501,4,2,53,,40038,Common/Drop/Drop_bag,126=1045|127=1046|210=0,1,1,7,4,1,1=1,999,10,10000=2=15,9999,个,,,,,1,,0,1=2000,1
638,巨人之长剑,制作巨人套装主武器的核心材料,0,Item/EquipCreate,jr_1,,common/Universal,icon-14,4,3,63,,40044,Common/Drop/Drop_bag,126=1057|210=0,1,1,7,5,1,0.5=1.5,999,40,10000=5=60,9999,个,,,10,,1,,1,,1
639,巨人之短剑,制作巨人套装副手的核心材料,0,Item/EquipCreate,jr_2,,common/Universal,icon-501,4,3,63,,40043,Common/Drop/Drop_bag,126=1057|210=0,1,1,7,5,1,0.5=1.5,999,40,10000=5=60,9999,个,,,10,,1,,1,,1
640,巨人之冠,制作巨人套装头盔的核心材料,0,Item/EquipCreate,jr_3,,common/Universal,icon-14,4,3,63,,40039,Common/Drop/Drop_bag,126=1055|210=0,1,1,7,5,1,0.5=1.5,999,40,10000=5=60,9999,个,,,10,,1,,1,,1
641,巨人之长袍,制作巨人套装上装的核心材料,0,Item/EquipCreate,jr_4,,common/Universal,icon-501,4,3,63,,40040,Common/Drop/Drop_bag,126=1056|210=0,1,1,7,5,1,0.5=1.5,999,40,10000=5=60,9999,个,,,10,,1,,1,,1
642,巨人之护具,制作巨人套装下装的核心材料,0,Item/EquipCreate,jr_5,,common/Universal,icon-14,4,3,63,,40041,Common/Drop/Drop_bag,126=1056|210=0,1,1,7,5,1,0.5=1.5,999,40,10000=5=60,9999,个,,,10,,1,,1,,1
643,巨人之盾,制作巨人套装手套和鞋子的核心材料,0,Item/EquipCreate,jr_6,,common/Universal,icon-501,4,3,63,,40042,Common/Drop/Drop_bag,126=1055|210=0,1,1,7,5,1,0.5=1.5,999,40,10000=5=60,9999,个,,,10,,1,,1,,1
644,巨人之面具,制作巨人套装武器和副手的辅助材料,0,Item/EquipCreate,jr_7,,common/Universal,icon-14,4,2,63,,40037,Common/Drop/Drop_bag,126=1057|210=0,1,1,7,5,1,1=1,999,10,10000=2=15,9999,个,,,,,1,,0,1=2000,1
645,巨人之枪,制作巨人套装防具的辅助材料,0,Item/EquipCreate,jr_8,,common/Universal,icon-501,4,2,63,,40038,Common/Drop/Drop_bag,126=1055|127=1056|210=0,1,1,7,5,1,1=1,999,10,10000=2=15,9999,个,,,,,1,,0,1=2000,1
646,先祖的长刀,制作伟大先祖套装主武器的核心材料,0,Item/EquipCreate,tfj_1,,common/Universal,icon-14,4,3,73,,40044,Common/Drop/Drop_bag,126=1067|210=0,1,1,7,6,1,0.5=1.5,999,40,10000=5=60,9999,个,,,10,,1,,1,,1
647,先祖的法典,制作伟大先祖套装副手的核心材料,0,Item/EquipCreate,tfj_2,,common/Universal,icon-501,4,3,73,,40043,Common/Drop/Drop_bag,126=1067|210=0,1,1,7,6,1,0.5=1.5,999,40,10000=5=60,9999,个,,,10,,1,,1,,1
648,先祖的面具,制作伟大先祖套装头盔的核心材料,0,Item/EquipCreate,tfj_3,,common/Universal,icon-14,4,3,73,,40039,Common/Drop/Drop_bag,126=1065|210=0,1,1,7,6,1,0.5=1.5,999,40,10000=5=60,9999,个,,,10,,1,,1,,1
649,先祖的盾牌,制作伟大先祖套装上装的核心材料,0,Item/EquipCreate,tfj_4,,common/Universal,icon-501,4,3,73,,40040,Common/Drop/Drop_bag,126=1066|210=0,1,1,7,6,1,0.5=1.5,999,40,10000=5=60,9999,个,,,10,,1,,1,,1
650,先祖的腰带,制作伟大先祖套装下装的核心材料,0,Item/EquipCreate,tfj_5,,common/Universal,icon-14,4,3,73,,40041,Common/Drop/Drop_bag,126=1066|210=0,1,1,7,6,1,0.5=1.5,999,40,10000=5=60,9999,个,,,10,,1,,1,,1
651,先祖的遗物,制作伟大先祖套装手套和鞋子的核心材料,0,Item/EquipCreate,tfj_6,,common/Universal,icon-501,4,3,73,,40042,Common/Drop/Drop_bag,126=1065|210=0,1,1,7,6,1,0.5=1.5,999,40,10000=5=60,9999,个,,,10,,1,,1,,1
652,先祖血脉,制作伟大先祖套装武器和副手的辅助材料,0,Item/EquipCreate,tfj_7,,common/Universal,icon-14,4,2,73,,40037,Common/Drop/Drop_bag,126=1067|210=0,1,1,7,6,1,1=1,999,10,10000=2=15,9999,个,,,,,1,,0,1=2000,1
653,先祖宝珠,制作伟大先祖套装防具的辅助材料,0,Item/EquipCreate,tfj_8,,common/Universal,icon-501,4,2,73,,40038,Common/Drop/Drop_bag,126=1065|127=1066|210=0,1,1,7,6,1,1=1,999,10,10000=2=15,9999,个,,,,,1,,0,1=2000,1
654,K博士的屠刀,制作K博士套装主武器的核心材料,0,Item/Item,332,,common/Universal,icon-14,4,3,83,,40044,Common/Drop/Drop_bag,126=1077|210=0,1,1,7,7,1,0.5=1.5,999,40,10000=5=60,9999,个,,,10,,1,,1,,1
655,K博士的笔记,制作K博士套装副手的核心材料,0,Item/Item,337,,common/Universal,icon-501,4,3,83,,40043,Common/Drop/Drop_bag,126=1077|210=0,1,1,7,7,1,0.5=1.5,999,40,10000=5=60,9999,个,,,10,,1,,1,,1
656,K博士的面具,制作K博士套装头盔的核心材料,0,Item/Item,330,,common/Universal,icon-14,4,3,83,,40039,Common/Drop/Drop_bag,126=1075|210=0,1,1,7,7,1,0.5=1.5,999,40,10000=5=60,9999,个,,,10,,1,,1,,1
657,K博士的盾牌,制作K博士套装上装的核心材料,0,Item/Item,331,,common/Universal,icon-501,4,3,83,,40040,Common/Drop/Drop_bag,126=1076|210=0,1,1,7,7,1,0.5=1.5,999,40,10000=5=60,9999,个,,,10,,1,,1,,1
658,K博士的腰带,制作K博士套装下装的核心材料,0,Item/Item,329,,common/Universal,icon-14,4,3,83,,40041,Common/Drop/Drop_bag,126=1076|210=0,1,1,7,7,1,0.5=1.5,999,40,10000=5=60,9999,个,,,10,,1,,1,,1
659,K博士的遗物,制作K博士套装手套和鞋子的核心材料,0,Item/Item,334,,common/Universal,icon-501,4,3,83,,40042,Common/Drop/Drop_bag,126=1075|210=0,1,1,7,7,1,0.5=1.5,999,40,10000=5=60,9999,个,,,10,,1,,1,,1
660,神秘血脉,制作K博士套装武器和副手的辅助材料,0,Item/Item,335,,common/Universal,icon-14,4,2,83,,40037,Common/Drop/Drop_bag,126=1077|210=0,1,1,7,7,1,1=1,999,10,10000=2=15,9999,个,,,,,1,,0,1=2000,1
661,封印之书,制作K博士套装防具的辅助材料,0,Item/Item,336,,common/Universal,icon-501,4,2,83,,40038,Common/Drop/Drop_bag,126=1075|127=1076|210=0,1,1,7,7,1,1=1,999,10,10000=2=15,9999,个,,,,,1,,0,1=2000,1
662,守护者的绿色水晶石,制作守护者套装主武器的核心材料,0,Item/EquipCreate,shz_0,,common/Universal,icon-14,4,3,93,,40044,Common/Drop/Drop_bag,126=1087|210=0,1,1,7,8,1,0.5=1.5,999,40,10000=5=60,9999,个,,,10,,1,,1,,1
663,守护者的黄色水晶石,制作守护者套装副手的核心材料,0,Item/EquipCreate,shz_1,,common/Universal,icon-501,4,3,93,,40043,Common/Drop/Drop_bag,126=1087|210=0,1,1,7,8,1,0.5=1.5,999,40,10000=5=60,9999,个,,,10,,1,,1,,1
664,守护者的蓝色水晶石,制作守护者套装头盔的核心材料,0,Item/EquipCreate,shz_2,,common/Universal,icon-14,4,3,93,,40039,Common/Drop/Drop_bag,126=1085|210=0,1,1,7,8,1,0.5=1.5,999,40,10000=5=60,9999,个,,,10,,1,,1,,1
665,守护者的紫色水晶石,制作守护者套装上装的核心材料,0,Item/EquipCreate,shz_3,,common/Universal,icon-501,4,3,93,,40040,Common/Drop/Drop_bag,126=1086|210=0,1,1,7,8,1,0.5=1.5,999,40,10000=5=60,9999,个,,,10,,1,,1,,1
666,守护者的红色水晶石,制作守护者套装下装的核心材料,0,Item/EquipCreate,shz_4,,common/Universal,icon-14,4,3,93,,40041,Common/Drop/Drop_bag,126=1086|210=0,1,1,7,8,1,0.5=1.5,999,40,10000=5=60,9999,个,,,10,,1,,1,,1
667,守护者的白色水晶石,制作守护者套装手套和鞋子的核心材料,0,Item/EquipCreate,shz_5,,common/Universal,icon-501,4,3,93,,40042,Common/Drop/Drop_bag,126=1085|210=0,1,1,7,8,1,0.5=1.5,999,40,10000=5=60,9999,个,,,10,,1,,1,,1
668,守护者的古剑,制作守护者套装武器和副手的辅助材料,0,Item/EquipCreate,shz_6,,common/Universal,icon-14,4,2,93,,40037,Common/Drop/Drop_bag,126=1087|210=0,1,1,7,8,1,1=1,999,10,10000=2=15,9999,个,,,,,1,,0,1=2000,1
669,守护者的枪头,制作守护者套装防具的辅助材料,0,Item/EquipCreate,shz_7,,common/Universal,icon-501,4,2,93,,40038,Common/Drop/Drop_bag,126=1085|127=1086|210=0,1,1,7,8,1,1=1,999,10,10000=2=15,9999,个,,,,,1,,0,1=2000,1
670,迷雾的尖牙,制作迷雾套装主武器的核心材料,0,Item/EquipCreate,mw_1,,common/Universal,icon-14,4,3,103,,40044,Common/Drop/Drop_bag,126=1097|210=0,1,1,7,9,1,0.5=1.5,999,40,10000=5=60,9999,个,,,10,,1,,1,,1
671,迷雾的触须,制作迷雾套装副手的核心材料,0,Item/EquipCreate,mw_2,,common/Universal,icon-501,4,3,103,,40043,Common/Drop/Drop_bag,126=1097|210=0,1,1,7,9,1,0.5=1.5,999,40,10000=5=60,9999,个,,,10,,1,,1,,1
672,迷雾的绿宝石,制作迷雾套装头盔的核心材料,0,Item/EquipCreate,mw_3,,common/Universal,icon-14,4,3,103,,40039,Common/Drop/Drop_bag,126=1095|210=0,1,1,7,9,1,0.5=1.5,999,40,10000=5=60,9999,个,,,10,,1,,1,,1
673,迷雾的鳞片,制作迷雾套装上装的核心材料,0,Item/EquipCreate,mw_4,,common/Universal,icon-501,4,3,103,,40040,Common/Drop/Drop_bag,126=1096|210=0,1,1,7,9,1,0.5=1.5,999,40,10000=5=60,9999,个,,,10,,1,,1,,1
674,迷雾的卵石,制作迷雾套装下装的核心材料,0,Item/EquipCreate,mw_5,,common/Universal,icon-14,4,3,103,,40041,Common/Drop/Drop_bag,126=1096|210=0,1,1,7,9,1,0.5=1.5,999,40,10000=5=60,9999,个,,,10,,1,,1,,1
675,迷雾的牙齿,制作迷雾套装手套和鞋子的核心材料,0,Item/EquipCreate,mw_6,,common/Universal,icon-501,4,3,103,,40042,Common/Drop/Drop_bag,126=1095|210=0,1,1,7,9,1,0.5=1.5,999,40,10000=5=60,9999,个,,,10,,1,,1,,1
676,迷雾的犄角,制作迷雾套装武器和副手的辅助材料,0,Item/EquipCreate,mw_7,,common/Universal,icon-14,4,2,103,,40037,Common/Drop/Drop_bag,126=1097|210=0,1,1,7,9,1,1=1,999,10,10000=2=15,9999,个,,,,,1,,0,1=2000,1
677,迷雾的眼睛,制作迷雾套装防具的辅助材料,0,Item/EquipCreate,mw_8,,common/Universal,icon-501,4,2,103,,40038,Common/Drop/Drop_bag,126=1095|127=1096|210=0,1,1,7,9,1,1=1,999,10,10000=2=15,9999,个,,,,,1,,0,1=2000,1
678,火山的尾羽,制作火山套装主武器的核心材料,0,Item/EquipCreate1,hs_1,,common/Universal,icon-14,4,3,113,,40044,Common/Drop/Drop_bag,126=7002|210=0,1,1,7,10,1,0.5=1.5,999,40,10000=5=60,9999,个,,,10,,1,,1,,1
679,火山的彩羽,制作火山套装副手的核心材料,0,Item/EquipCreate1,hs_2,,common/Universal,icon-501,4,3,113,,40043,Common/Drop/Drop_bag,126=7002|210=0,1,1,7,10,1,0.5=1.5,999,40,10000=5=60,9999,个,,,10,,1,,1,,1
680,火山的犄角,制作火山套装头盔的核心材料,0,Item/EquipCreate1,hs_3,,common/Universal,icon-14,4,3,113,,40039,Common/Drop/Drop_bag,126=7000|210=0,1,1,7,10,1,0.5=1.5,999,40,10000=5=60,9999,个,,,10,,1,,1,,1
681,火山的眼睛,制作火山套装上装的核心材料,0,Item/EquipCreate1,hs_4,,common/Universal,icon-501,4,3,113,,40040,Common/Drop/Drop_bag,126=7001|210=0,1,1,7,10,1,0.5=1.5,999,40,10000=5=60,9999,个,,,10,,1,,1,,1
682,火山的宝石,制作火山套装下装的核心材料,0,Item/EquipCreate1,hs_5,,common/Universal,icon-14,4,3,113,,40041,Common/Drop/Drop_bag,126=7001|210=0,1,1,7,10,1,0.5=1.5,999,40,10000=5=60,9999,个,,,10,,1,,1,,1
683,火山的头冠,制作火山套装手套和鞋子的核心材料,0,Item/EquipCreate1,hs_6,,common/Universal,icon-501,4,3,113,,40042,Common/Drop/Drop_bag,126=7000|210=0,1,1,7,10,1,0.5=1.5,999,40,10000=5=60,9999,个,,,10,,1,,1,,1
684,火山的盾牌,制作火山套装武器和副手的辅助材料,0,Item/EquipCreate1,hs_7,,common/Universal,icon-14,4,2,113,,40037,Common/Drop/Drop_bag,126=7002|210=0,1,1,7,10,1,1=1,999,10,10000=2=15,9999,个,,,,,1,,0,1=2000,1
685,火山的骸骨,制作火山套装防具的辅助材料,0,Item/EquipCreate1,hs_8,,common/Universal,icon-501,4,2,113,,40038,Common/Drop/Drop_bag,126=7000|127=7001|210=0,1,1,7,10,1,1=1,999,10,10000=2=15,9999,个,,,,,1,,0,1=2000,1
686,狂风森林图鉴宝箱,打开可能获得对应大陆的图鉴,0,Item/Item,57,,common/Universal,,2,3,1,,999999,Common/Drop/Drop_bag,,1,0,0,0,99999999,0.5=1.5,99,0,,9999,个,,,,,0,,,,2
687,泰努马拉图鉴宝箱,打开可能获得对应大陆的图鉴,0,Item/Item,57,,common/Universal,,2,3,1,,999999,Common/Drop/Drop_bag,,1,0,0,0,99999999,0.5=1.5,99,0,,9999,个,,,,,0,,,,2
689,赫尔马岱港口图鉴宝箱,打开可能获得对应大陆的图鉴,0,Item/Item,57,,common/Universal,,2,3,1,,999999,Common/Drop/Drop_bag,,1,0,0,0,99999999,0.5=1.5,99,0,,9999,个,,,,,0,,,,2
690,图鉴宝箱,"打开可能获得：图鉴碎片*1000,随机紫色或红色图鉴*1",0,Item/Item,57,,common/Universal,,2,3,1,,999999,Common/Drop/Drop_bag,,1,0,0,0,99999999,0.5=1.5,99,0,,9999,个,,,,,0,,,,2
691,周末派对胜者宝箱,周末派对活动胜利者的奖励，打开能够获得：精灵抽奖券*1，复活石*3,0,Item/Item,57,,common/Universal,,2,3,1,,90051,Common/Drop/Drop_bag,,1,0,0,0,99999999,0.5=1.5,99,0,,9999,个,,,,,0,,,,2
692,我与子健肩并肩勋章,可以用来兑换 我与子健肩并肩 称号,0,Item/Item,109,,common/Universal,,32,1,1,,100002,Common/Drop/Drop_bag,,1,0,0,0,99999999,0.5=1.5,999,0,,9999,个,,,,,1,,0,1=500,1
693,我与祖儿肩并肩勋章,可以用来兑换 我与祖儿肩并肩 称号,0,Item/Item,109,,common/Universal,,32,1,1,,100002,Common/Drop/Drop_bag,,1,0,0,0,99999999,0.5=1.5,999,0,,9999,个,,,,,1,,0,1=500,1
