SkillID,SkillName,SkillQuality,PassiveSkillType,Duration,CD,Tips,Atlas,Icon,Detail,Attrs,Buffs,BaseAttrs,NoticeDetail,ShowNotice,Audio
1221,秀走位,5,,5,30,闪避免疫伤害成功时，概率触发「致命提升」,GameSystem/Fairy,FairySkill_0_15,「致命提升」提升25.0%致命一击,,521105=5,,获得致命提升！,0=1,Audio/Pet/Pet_CastSkill
1221,秀走位,6,,5,30,闪避免疫伤害成功时，概率触发「致命提升」,GameSystem/Fairy,FairySkill_0_15,「致命提升」提升26.0%致命一击,,521106=6,,获得致命提升！,0=1,Audio/Pet/Pet_CastSkill
1221,秀走位,7,,5,30,闪避免疫伤害成功时，概率触发「致命提升」,GameSystem/Fairy,FairySkill_0_15,「致命提升」提升27.0%致命一击,,521107=7,,获得致命提升！,0=1,Audio/Pet/Pet_CastSkill
1221,秀走位,8,,5,30,闪避免疫伤害成功时，概率触发「致命提升」,GameSystem/Fairy,FairySkill_0_15,「致命提升」提升28.0%致命一击,,521108=8,,获得致命提升！,0=1,Audio/Pet/Pet_CastSkill
1221,秀走位,9,,5,30,闪避免疫伤害成功时，概率触发「致命提升」,GameSystem/Fairy,FairySkill_0_15,「致命提升」提升30.0%致命一击,,521109=9,,获得致命提升！,0=1,Audio/Pet/Pet_CastSkill
1221,秀走位,10,,5,30,闪避免疫伤害成功时，概率触发「致命提升」,GameSystem/Fairy,FairySkill_0_15,「致命提升」提升30.0%致命一击,,521109=9,,获得致命提升！,0=1,Audio/Pet/Pet_CastSkill
1301,绝对压制,1,,10,30,连击数达成50的倍数时，概率触发「群体虚弱」,GameSystem/Fairy,FairySkill_0_39,「群体虚弱」降低全屏所有敌方单位10%伤害,,522101=1,,群体虚弱！,0=1,Audio/Pet/Pet_CastSkill
1301,绝对压制,2,,10,30,连击数达成50的倍数时，概率触发「群体虚弱」,GameSystem/Fairy,FairySkill_0_39,「群体虚弱」降低全屏所有敌方单位12%伤害,,522102=2,,群体虚弱！,0=1,Audio/Pet/Pet_CastSkill
1301,绝对压制,3,,10,30,连击数达成50的倍数时，概率触发「群体虚弱」,GameSystem/Fairy,FairySkill_0_39,「群体虚弱」降低全屏所有敌方单位14%伤害,,522103=3,,群体虚弱！,0=1,Audio/Pet/Pet_CastSkill
1301,绝对压制,4,,10,30,连击数达成50的倍数时，概率触发「群体虚弱」,GameSystem/Fairy,FairySkill_0_39,「群体虚弱」降低全屏所有敌方单位15%伤害,,522104=4,,群体虚弱！,0=1,Audio/Pet/Pet_CastSkill
1301,绝对压制,5,,10,30,连击数达成50的倍数时，概率触发「群体虚弱」,GameSystem/Fairy,FairySkill_0_39,「群体虚弱」降低全屏所有敌方单位16%伤害,,522105=5,,群体虚弱！,0=1,Audio/Pet/Pet_CastSkill
1301,绝对压制,6,,10,30,连击数达成50的倍数时，概率触发「群体虚弱」,GameSystem/Fairy,FairySkill_0_39,「群体虚弱」降低全屏所有敌方单位17%伤害,,522106=6,,群体虚弱！,0=1,Audio/Pet/Pet_CastSkill
1301,绝对压制,7,,10,30,连击数达成50的倍数时，概率触发「群体虚弱」,GameSystem/Fairy,FairySkill_0_39,「群体虚弱」降低全屏所有敌方单位18%伤害,,522107=7,,群体虚弱！,0=1,Audio/Pet/Pet_CastSkill
1301,绝对压制,8,,10,30,连击数达成50的倍数时，概率触发「群体虚弱」,GameSystem/Fairy,FairySkill_0_39,「群体虚弱」降低全屏所有敌方单位19%伤害,,522108=8,,群体虚弱！,0=1,Audio/Pet/Pet_CastSkill
1301,绝对压制,9,,10,30,连击数达成50的倍数时，概率触发「群体虚弱」,GameSystem/Fairy,FairySkill_0_39,「群体虚弱」降低全屏所有敌方单位20%伤害,,522109=9,,群体虚弱！,0=1,Audio/Pet/Pet_CastSkill
1301,绝对压制,10,,10,30,连击数达成50的倍数时，概率触发「群体虚弱」,GameSystem/Fairy,FairySkill_0_39,「群体虚弱」降低全屏所有敌方单位20%伤害,,522109=9,,群体虚弱！,0=1,Audio/Pet/Pet_CastSkill
1302,完美主义,1,,8,90,致命一击时，概率触发「攻击提升」,GameSystem/Fairy,FairySkill_0_48,「攻击提升」提升15.0%物理攻击和魔法攻击,,523101=1,,获得攻击提升！,0=1,Audio/Pet/Pet_CastSkill
1302,完美主义,2,,8,90,致命一击时，概率触发「攻击提升」,GameSystem/Fairy,FairySkill_0_48,「攻击提升」提升16.0%物理攻击和魔法攻击,,523102=2,,获得攻击提升！,0=1,Audio/Pet/Pet_CastSkill
1302,完美主义,3,,8,90,致命一击时，概率触发「攻击提升」,GameSystem/Fairy,FairySkill_0_48,「攻击提升」提升17.0%物理攻击和魔法攻击,,523103=3,,获得攻击提升！,0=1,Audio/Pet/Pet_CastSkill
1302,完美主义,4,,8,90,致命一击时，概率触发「攻击提升」,GameSystem/Fairy,FairySkill_0_48,「攻击提升」提升17.5%物理攻击和魔法攻击,,523104=4,,获得攻击提升！,0=1,Audio/Pet/Pet_CastSkill
1302,完美主义,5,,8,90,致命一击时，概率触发「攻击提升」,GameSystem/Fairy,FairySkill_0_48,「攻击提升」提升18.0%物理攻击和魔法攻击,,523105=5,,获得攻击提升！,0=1,Audio/Pet/Pet_CastSkill
1302,完美主义,6,,8,90,致命一击时，概率触发「攻击提升」,GameSystem/Fairy,FairySkill_0_48,「攻击提升」提升18.5%物理攻击和魔法攻击,,523106=6,,获得攻击提升！,0=1,Audio/Pet/Pet_CastSkill
1302,完美主义,7,,8,90,致命一击时，概率触发「攻击提升」,GameSystem/Fairy,FairySkill_0_48,「攻击提升」提升19.0%物理攻击和魔法攻击,,523107=7,,获得攻击提升！,0=1,Audio/Pet/Pet_CastSkill
1302,完美主义,8,,8,90,致命一击时，概率触发「攻击提升」,GameSystem/Fairy,FairySkill_0_48,「攻击提升」提升19.5%物理攻击和魔法攻击,,523108=8,,获得攻击提升！,0=1,Audio/Pet/Pet_CastSkill
1302,完美主义,9,,8,90,致命一击时，概率触发「攻击提升」,GameSystem/Fairy,FairySkill_0_48,「攻击提升」提升20.0%物理攻击和魔法攻击,,523109=9,,获得攻击提升！,0=1,Audio/Pet/Pet_CastSkill
1302,完美主义,10,,8,90,致命一击时，概率触发「攻击提升」,GameSystem/Fairy,FairySkill_0_48,「攻击提升」提升20.0%物理攻击和魔法攻击,,523109=9,,获得攻击提升！,0=1,Audio/Pet/Pet_CastSkill
1303,好勇斗狠,1,,8,30,所有攻击命中时，概率触发「加伤减防」,GameSystem/Fairy,FairySkill_0_44,「加伤减防」自身提升17.0%伤害，但受到的伤害提升10.0%,,524101=1,,伤害提升，防御降低！,0=1,Audio/Pet/Pet_CastSkill
1303,好勇斗狠,2,,8,30,所有攻击命中时，概率触发「加伤减防」,GameSystem/Fairy,FairySkill_0_44,「加伤减防」自身提升18.0%伤害，但受到的伤害提升11.0%,,524102=2,,伤害提升，防御降低！,0=1,Audio/Pet/Pet_CastSkill
1303,好勇斗狠,3,,8,30,所有攻击命中时，概率触发「加伤减防」,GameSystem/Fairy,FairySkill_0_44,「加伤减防」自身提升19.0%伤害，但受到的伤害提升12.0%,,524103=3,,伤害提升，防御降低！,0=1,Audio/Pet/Pet_CastSkill
1303,好勇斗狠,4,,8,30,所有攻击命中时，概率触发「加伤减防」,GameSystem/Fairy,FairySkill_0_44,「加伤减防」自身提升20.0%伤害，但受到的伤害提升13.0%,,524104=4,,伤害提升，防御降低！,0=1,Audio/Pet/Pet_CastSkill
1303,好勇斗狠,5,,8,30,所有攻击命中时，概率触发「加伤减防」,GameSystem/Fairy,FairySkill_0_44,「加伤减防」自身提升21.0%伤害，但受到的伤害提升14.0%,,524105=5,,伤害提升，防御降低！,0=1,Audio/Pet/Pet_CastSkill
1303,好勇斗狠,6,,8,30,所有攻击命中时，概率触发「加伤减防」,GameSystem/Fairy,FairySkill_0_44,「加伤减防」自身提升22.0%伤害，但受到的伤害提升15.0%,,524106=6,,伤害提升，防御降低！,0=1,Audio/Pet/Pet_CastSkill
1303,好勇斗狠,7,,8,30,所有攻击命中时，概率触发「加伤减防」,GameSystem/Fairy,FairySkill_0_44,「加伤减防」自身提升23.0%伤害，但受到的伤害提升16.0%,,524107=7,,伤害提升，防御降低！,0=1,Audio/Pet/Pet_CastSkill
1303,好勇斗狠,8,,8,30,所有攻击命中时，概率触发「加伤减防」,GameSystem/Fairy,FairySkill_0_44,「加伤减防」自身提升24.0%伤害，但受到的伤害提升18.0%,,524108=8,,伤害提升，防御降低！,0=1,Audio/Pet/Pet_CastSkill
1303,好勇斗狠,9,,8,30,所有攻击命中时，概率触发「加伤减防」,GameSystem/Fairy,FairySkill_0_44,「加伤减防」自身提升25.0%伤害，但受到的伤害提升20.0%,,524109=9,,伤害提升，防御降低！,0=1,Audio/Pet/Pet_CastSkill
1303,好勇斗狠,10,,8,30,所有攻击命中时，概率触发「加伤减防」,GameSystem/Fairy,FairySkill_0_44,「加伤减防」自身提升25.0%伤害，但受到的伤害提升20.0%,,524109=9,,伤害提升，防御降低！,0=1,Audio/Pet/Pet_CastSkill
1304,致命狂攻,1,,8,30,致命一击时，概率触发「致命提升」,GameSystem/Fairy,FairySkill_0_29,「致命提升」提升25%致命一击,,525101=1,,获得致命提升！,0=1,Audio/Pet/Pet_CastSkill
1304,致命狂攻,2,,8,30,致命一击时，概率触发「致命提升」,GameSystem/Fairy,FairySkill_0_29,「致命提升」提升26%致命一击,,525102=2,,获得致命提升！,0=1,Audio/Pet/Pet_CastSkill
1304,致命狂攻,3,,8,30,致命一击时，概率触发「致命提升」,GameSystem/Fairy,FairySkill_0_29,「致命提升」提升27%致命一击,,525103=3,,获得致命提升！,0=1,Audio/Pet/Pet_CastSkill
1304,致命狂攻,4,,8,30,致命一击时，概率触发「致命提升」,GameSystem/Fairy,FairySkill_0_29,「致命提升」提升28%致命一击,,525104=4,,获得致命提升！,0=1,Audio/Pet/Pet_CastSkill
1304,致命狂攻,5,,8,30,致命一击时，概率触发「致命提升」,GameSystem/Fairy,FairySkill_0_29,「致命提升」提升29%致命一击,,525105=5,,获得致命提升！,0=1,Audio/Pet/Pet_CastSkill
1304,致命狂攻,6,,8,30,致命一击时，概率触发「致命提升」,GameSystem/Fairy,FairySkill_0_29,「致命提升」提升30%致命一击,,525106=6,,获得致命提升！,0=1,Audio/Pet/Pet_CastSkill
1304,致命狂攻,7,,8,30,致命一击时，概率触发「致命提升」,GameSystem/Fairy,FairySkill_0_29,「致命提升」提升32%致命一击,,525107=7,,获得致命提升！,0=1,Audio/Pet/Pet_CastSkill
1304,致命狂攻,8,,8,30,致命一击时，概率触发「致命提升」,GameSystem/Fairy,FairySkill_0_29,「致命提升」提升34%致命一击,,525108=8,,获得致命提升！,0=1,Audio/Pet/Pet_CastSkill
1304,致命狂攻,9,,8,30,致命一击时，概率触发「致命提升」,GameSystem/Fairy,FairySkill_0_29,「致命提升」提升35%致命一击,,525109=9,,获得致命提升！,0=1,Audio/Pet/Pet_CastSkill
1304,致命狂攻,10,,8,30,致命一击时，概率触发「致命提升」,GameSystem/Fairy,FairySkill_0_29,「致命提升」提升35%致命一击,,525109=9,,获得致命提升！,0=1,Audio/Pet/Pet_CastSkill
1305,不死不休,1,,5,60,普通攻击命中时，概率触发「生命恢复」,GameSystem/Fairy,FairySkill_0_4,「生命恢复」持续5秒，每秒恢复1%最大生命，额外恢复500点生命值,,526101=1,,获得生命恢复！,0=1,Audio/Pet/Pet_CastSkill
1305,不死不休,2,,5,60,普通攻击命中时，概率触发「生命恢复」,GameSystem/Fairy,FairySkill_0_4,「生命恢复」持续5秒，每秒恢复1%最大生命，额外恢复700点生命值,,526102=2,,获得生命恢复！,0=1,Audio/Pet/Pet_CastSkill
1305,不死不休,3,,5,60,普通攻击命中时，概率触发「生命恢复」,GameSystem/Fairy,FairySkill_0_4,「生命恢复」持续5秒，每秒恢复1%最大生命，额外恢复900点生命值,,526103=3,,获得生命恢复！,0=1,Audio/Pet/Pet_CastSkill
1305,不死不休,4,,5,60,普通攻击命中时，概率触发「生命恢复」,GameSystem/Fairy,FairySkill_0_4,「生命恢复」持续5秒，每秒恢复1%最大生命，额外恢复1100点生命值,,526104=4,,获得生命恢复！,0=1,Audio/Pet/Pet_CastSkill
1305,不死不休,5,,5,60,普通攻击命中时，概率触发「生命恢复」,GameSystem/Fairy,FairySkill_0_4,「生命恢复」持续5秒，每秒恢复1%最大生命，额外恢复1300点生命值,,526105=5,,获得生命恢复！,0=1,Audio/Pet/Pet_CastSkill
1305,不死不休,6,,5,60,普通攻击命中时，概率触发「生命恢复」,GameSystem/Fairy,FairySkill_0_4,「生命恢复」持续5秒，每秒恢复1%最大生命，额外恢复1500点生命值,,526106=6,,获得生命恢复！,0=1,Audio/Pet/Pet_CastSkill
1305,不死不休,7,,5,60,普通攻击命中时，概率触发「生命恢复」,GameSystem/Fairy,FairySkill_0_4,「生命恢复」持续5秒，每秒恢复1%最大生命，额外恢复1700点生命值,,526107=7,,获得生命恢复！,0=1,Audio/Pet/Pet_CastSkill
1305,不死不休,8,,5,60,普通攻击命中时，概率触发「生命恢复」,GameSystem/Fairy,FairySkill_0_4,「生命恢复」持续5秒，每秒恢复1%最大生命，额外恢复1900点生命值,,526108=8,,获得生命恢复！,0=1,Audio/Pet/Pet_CastSkill
1305,不死不休,9,,5,60,普通攻击命中时，概率触发「生命恢复」,GameSystem/Fairy,FairySkill_0_4,「生命恢复」持续5秒，每秒恢复1%最大生命，额外恢复2100点生命值,,526109=9,,获得生命恢复！,0=1,Audio/Pet/Pet_CastSkill
1305,不死不休,10,,5,60,普通攻击命中时，概率触发「生命恢复」,GameSystem/Fairy,FairySkill_0_4,「生命恢复」持续5秒，每秒恢复1%最大生命，额外恢复2100点生命值,,526109=9,,获得生命恢复！,0=1,Audio/Pet/Pet_CastSkill
1306,火力全开,1,,8,30,闪避免疫伤害成功时，概率触发「攻击提升」,GameSystem/Fairy,FairySkill_0_22,「攻击提升」提升15.0%物理攻击和魔法攻击,,527101=1,,获得攻击提升！,0=1,Audio/Pet/Pet_CastSkill
1306,火力全开,2,,8,30,闪避免疫伤害成功时，概率触发「攻击提升」,GameSystem/Fairy,FairySkill_0_22,「攻击提升」提升16.0%物理攻击和魔法攻击,,527102=2,,获得攻击提升！,0=1,Audio/Pet/Pet_CastSkill
1306,火力全开,3,,8,30,闪避免疫伤害成功时，概率触发「攻击提升」,GameSystem/Fairy,FairySkill_0_22,「攻击提升」提升17.0%物理攻击和魔法攻击,,527103=3,,获得攻击提升！,0=1,Audio/Pet/Pet_CastSkill
1306,火力全开,4,,8,30,闪避免疫伤害成功时，概率触发「攻击提升」,GameSystem/Fairy,FairySkill_0_22,「攻击提升」提升17.5%物理攻击和魔法攻击,,527104=4,,获得攻击提升！,0=1,Audio/Pet/Pet_CastSkill
1306,火力全开,5,,8,30,闪避免疫伤害成功时，概率触发「攻击提升」,GameSystem/Fairy,FairySkill_0_22,「攻击提升」提升18.0%物理攻击和魔法攻击,,527105=5,,获得攻击提升！,0=1,Audio/Pet/Pet_CastSkill
1306,火力全开,6,,8,30,闪避免疫伤害成功时，概率触发「攻击提升」,GameSystem/Fairy,FairySkill_0_22,「攻击提升」提升18.5%物理攻击和魔法攻击,,527106=6,,获得攻击提升！,0=1,Audio/Pet/Pet_CastSkill
1306,火力全开,7,,8,30,闪避免疫伤害成功时，概率触发「攻击提升」,GameSystem/Fairy,FairySkill_0_22,「攻击提升」提升19.0%物理攻击和魔法攻击,,527107=7,,获得攻击提升！,0=1,Audio/Pet/Pet_CastSkill
1306,火力全开,8,,8,30,闪避免疫伤害成功时，概率触发「攻击提升」,GameSystem/Fairy,FairySkill_0_22,「攻击提升」提升19.5%物理攻击和魔法攻击,,527108=8,,获得攻击提升！,0=1,Audio/Pet/Pet_CastSkill
1306,火力全开,9,,8,30,闪避免疫伤害成功时，概率触发「攻击提升」,GameSystem/Fairy,FairySkill_0_22,「攻击提升」提升20.0%物理攻击和魔法攻击,,527109=9,,获得攻击提升！,0=1,Audio/Pet/Pet_CastSkill
1306,火力全开,10,,8,30,闪避免疫伤害成功时，概率触发「攻击提升」,GameSystem/Fairy,FairySkill_0_22,「攻击提升」提升20.0%物理攻击和魔法攻击,,527109=9,,获得攻击提升！,0=1,Audio/Pet/Pet_CastSkill
1307,一路小跑,1,,10,30,杀死怪物时，概率触发「移速提升」,GameSystem/Fairy,FairySkill_0_37,「移速提升」提升40%移动速度,,528101=1,,获得移速提升！,0=1,Audio/Pet/Pet_CastSkill
1307,一路小跑,2,,12,30,杀死怪物时，概率触发「移速提升」,GameSystem/Fairy,FairySkill_0_37,「移速提升」提升40%移动速度,,528102=2,,获得移速提升！,0=1,Audio/Pet/Pet_CastSkill
1307,一路小跑,3,,14,30,杀死怪物时，概率触发「移速提升」,GameSystem/Fairy,FairySkill_0_37,「移速提升」提升40%移动速度,,528103=3,,获得移速提升！,0=1,Audio/Pet/Pet_CastSkill
1307,一路小跑,4,,15,30,杀死怪物时，概率触发「移速提升」,GameSystem/Fairy,FairySkill_0_37,「移速提升」提升40%移动速度,,528104=4,,获得移速提升！,0=1,Audio/Pet/Pet_CastSkill
1307,一路小跑,5,,16,30,杀死怪物时，概率触发「移速提升」,GameSystem/Fairy,FairySkill_0_37,「移速提升」提升40%移动速度,,528105=5,,获得移速提升！,0=1,Audio/Pet/Pet_CastSkill
1307,一路小跑,6,,17,30,杀死怪物时，概率触发「移速提升」,GameSystem/Fairy,FairySkill_0_37,「移速提升」提升40%移动速度,,528106=6,,获得移速提升！,0=1,Audio/Pet/Pet_CastSkill
1307,一路小跑,7,,18,30,杀死怪物时，概率触发「移速提升」,GameSystem/Fairy,FairySkill_0_37,「移速提升」提升40%移动速度,,528107=7,,获得移速提升！,0=1,Audio/Pet/Pet_CastSkill
1307,一路小跑,8,,19,30,杀死怪物时，概率触发「移速提升」,GameSystem/Fairy,FairySkill_0_37,「移速提升」提升40%移动速度,,528108=8,,获得移速提升！,0=1,Audio/Pet/Pet_CastSkill
1307,一路小跑,9,,20,30,杀死怪物时，概率触发「移速提升」,GameSystem/Fairy,FairySkill_0_37,「移速提升」提升40%移动速度,,528109=9,,获得移速提升！,0=1,Audio/Pet/Pet_CastSkill
1307,一路小跑,10,,20,30,杀死怪物时，概率触发「移速提升」,GameSystem/Fairy,FairySkill_0_37,「移速提升」提升40%移动速度,,528109=9,,获得移速提升！,0=1,Audio/Pet/Pet_CastSkill
1308,亡者归来,1,,5,60,受伤死亡时，概率触发「复活」（不可使用复活石的场景无效）,GameSystem/Fairy,FairySkill_0_21,「复活」满血复活并无敌5秒{n}技能升级可提升触发概率,,529101=1,,满血复活，无敌5秒！,0=1,Audio/Pet/Pet_CastSkill
1308,亡者归来,2,,5,60,受伤死亡时，概率触发「复活」（不可使用复活石的场景无效）,GameSystem/Fairy,FairySkill_0_21,「复活」满血复活并无敌5秒{n}技能升级可提升触发概率,,529102=2,,满血复活，无敌5秒！,0=1,Audio/Pet/Pet_CastSkill
1308,亡者归来,3,,5,60,受伤死亡时，概率触发「复活」（不可使用复活石的场景无效）,GameSystem/Fairy,FairySkill_0_21,「复活」满血复活并无敌5秒{n}技能升级可提升触发概率,,529103=3,,满血复活，无敌5秒！,0=1,Audio/Pet/Pet_CastSkill
1308,亡者归来,4,,5,60,受伤死亡时，概率触发「复活」（不可使用复活石的场景无效）,GameSystem/Fairy,FairySkill_0_21,「复活」满血复活并无敌5秒{n}技能升级可提升触发概率,,529104=4,,满血复活，无敌5秒！,0=1,Audio/Pet/Pet_CastSkill
1308,亡者归来,5,,5,60,受伤死亡时，概率触发「复活」（不可使用复活石的场景无效）,GameSystem/Fairy,FairySkill_0_21,「复活」满血复活并无敌5秒{n}技能升级可提升触发概率,,529105=5,,满血复活，无敌5秒！,0=1,Audio/Pet/Pet_CastSkill
1308,亡者归来,6,,5,60,受伤死亡时，概率触发「复活」（不可使用复活石的场景无效）,GameSystem/Fairy,FairySkill_0_21,「复活」满血复活并无敌5秒{n}技能升级可提升触发概率,,529106=6,,满血复活，无敌5秒！,0=1,Audio/Pet/Pet_CastSkill
1308,亡者归来,7,,5,60,受伤死亡时，概率触发「复活」（不可使用复活石的场景无效）,GameSystem/Fairy,FairySkill_0_21,「复活」满血复活并无敌5秒{n}技能升级可提升触发概率,,529107=7,,满血复活，无敌5秒！,0=1,Audio/Pet/Pet_CastSkill
1308,亡者归来,8,,5,60,受伤死亡时，概率触发「复活」（不可使用复活石的场景无效）,GameSystem/Fairy,FairySkill_0_21,「复活」满血复活并无敌5秒{n}技能升级可提升触发概率,,529108=8,,满血复活，无敌5秒！,0=1,Audio/Pet/Pet_CastSkill
1308,亡者归来,9,,5,60,受伤死亡时，概率触发「复活」（不可使用复活石的场景无效）,GameSystem/Fairy,FairySkill_0_21,「复活」满血复活并无敌5秒{n}技能升级可提升触发概率,,529109=9,,满血复活，无敌5秒！,0=1,Audio/Pet/Pet_CastSkill
1308,亡者归来,10,,5,60,受伤死亡时，概率触发「复活」（不可使用复活石的场景无效）,GameSystem/Fairy,FairySkill_0_21,「复活」满血复活并无敌5秒{n}技能升级可提升触发概率,,529109=9,,满血复活，无敌5秒！,0=1,Audio/Pet/Pet_CastSkill
1309,精灵祝福,1,,5,40,受到攻击时，概率触发「防护盾」,GameSystem/Fairy,FairySkill_0_8,「防护盾」生成抵消伤害的护盾，护盾持续5秒或承受最大生命值15.0%的伤害后失效,,530101=1,,获得防护盾！,0=1,Audio/Pet/Pet_CastSkill
1309,精灵祝福,2,,5,40,受到攻击时，概率触发「防护盾」,GameSystem/Fairy,FairySkill_0_8,「防护盾」生成抵消伤害的护盾，护盾持续5秒或承受最大生命值16.0%的伤害后失效,,530102=2,,获得防护盾！,0=1,Audio/Pet/Pet_CastSkill
1309,精灵祝福,3,,5,40,受到攻击时，概率触发「防护盾」,GameSystem/Fairy,FairySkill_0_8,「防护盾」生成抵消伤害的护盾，护盾持续5秒或承受最大生命值17.0%的伤害后失效,,530103=3,,获得防护盾！,0=1,Audio/Pet/Pet_CastSkill
1309,精灵祝福,4,,5,40,受到攻击时，概率触发「防护盾」,GameSystem/Fairy,FairySkill_0_8,「防护盾」生成抵消伤害的护盾，护盾持续5秒或承受最大生命值17.5%的伤害后失效,,530104=4,,获得防护盾！,0=1,Audio/Pet/Pet_CastSkill
1309,精灵祝福,5,,5,40,受到攻击时，概率触发「防护盾」,GameSystem/Fairy,FairySkill_0_8,「防护盾」生成抵消伤害的护盾，护盾持续5秒或承受最大生命值18.0%的伤害后失效,,530105=5,,获得防护盾！,0=1,Audio/Pet/Pet_CastSkill
1309,精灵祝福,6,,5,40,受到攻击时，概率触发「防护盾」,GameSystem/Fairy,FairySkill_0_8,「防护盾」生成抵消伤害的护盾，护盾持续5秒或承受最大生命值18.5%的伤害后失效,,530106=6,,获得防护盾！,0=1,Audio/Pet/Pet_CastSkill
1309,精灵祝福,7,,5,40,受到攻击时，概率触发「防护盾」,GameSystem/Fairy,FairySkill_0_8,「防护盾」生成抵消伤害的护盾，护盾持续5秒或承受最大生命值19.0%的伤害后失效,,530107=7,,获得防护盾！,0=1,Audio/Pet/Pet_CastSkill
1309,精灵祝福,8,,5,40,受到攻击时，概率触发「防护盾」,GameSystem/Fairy,FairySkill_0_8,「防护盾」生成抵消伤害的护盾，护盾持续5秒或承受最大生命值19.5%的伤害后失效,,530108=8,,获得防护盾！,0=1,Audio/Pet/Pet_CastSkill
1309,精灵祝福,9,,5,40,受到攻击时，概率触发「防护盾」,GameSystem/Fairy,FairySkill_0_8,「防护盾」生成抵消伤害的护盾，护盾持续5秒或承受最大生命值20.0%的伤害后失效,,530109=9,,获得防护盾！,0=1,Audio/Pet/Pet_CastSkill
1309,精灵祝福,10,,5,40,受到攻击时，概率触发「防护盾」,GameSystem/Fairy,FairySkill_0_8,「防护盾」生成抵消伤害的护盾，护盾持续5秒或承受最大生命值20.0%的伤害后失效,,530109=9,,获得防护盾！,0=1,Audio/Pet/Pet_CastSkill
1310,海盗之怒,1,,8,30,所有攻击命中时概率触发「致命提升」,GameSystem/Fairy,FairySkill_0_29,「致命提升」提升25%致命一击,,530201=1,,获得致命提升！,0=1,Audio/Pet/Pet_CastSkill
1310,海盗之怒,2,,8,30,所有攻击命中时概率触发「致命提升」,GameSystem/Fairy,FairySkill_0_29,「致命提升」提升26%致命一击,,530202=2,,获得致命提升！,0=1,Audio/Pet/Pet_CastSkill
1310,海盗之怒,3,,8,30,所有攻击命中时概率触发「致命提升」,GameSystem/Fairy,FairySkill_0_29,「致命提升」提升27%致命一击,,530203=3,,获得致命提升！,0=1,Audio/Pet/Pet_CastSkill
1310,海盗之怒,4,,8,30,所有攻击命中时概率触发「致命提升」,GameSystem/Fairy,FairySkill_0_29,「致命提升」提升28%致命一击,,530204=4,,获得致命提升！,0=1,Audio/Pet/Pet_CastSkill
1310,海盗之怒,5,,8,30,所有攻击命中时概率触发「致命提升」,GameSystem/Fairy,FairySkill_0_29,「致命提升」提升29%致命一击,,530205=5,,获得致命提升！,0=1,Audio/Pet/Pet_CastSkill
1310,海盗之怒,6,,8,30,所有攻击命中时概率触发「致命提升」,GameSystem/Fairy,FairySkill_0_29,「致命提升」提升30%致命一击,,530206=6,,获得致命提升！,0=1,Audio/Pet/Pet_CastSkill
1310,海盗之怒,7,,8,30,所有攻击命中时概率触发「致命提升」,GameSystem/Fairy,FairySkill_0_29,「致命提升」提升32%致命一击,,530207=7,,获得致命提升！,0=1,Audio/Pet/Pet_CastSkill
1310,海盗之怒,8,,8,30,所有攻击命中时概率触发「致命提升」,GameSystem/Fairy,FairySkill_0_29,「致命提升」提升34%致命一击,,530208=8,,获得致命提升！,0=1,Audio/Pet/Pet_CastSkill
1310,海盗之怒,9,,8,30,所有攻击命中时概率触发「致命提升」,GameSystem/Fairy,FairySkill_0_29,「致命提升」提升35%致命一击,,530209=9,,获得致命提升！,0=1,Audio/Pet/Pet_CastSkill
1310,海盗之怒,10,,8,30,所有攻击命中时概率触发「致命提升」,GameSystem/Fairy,FairySkill_0_29,「致命提升」提升35%致命一击,,530209=9,,获得致命提升！,0=1,Audio/Pet/Pet_CastSkill
1311,泡沫,1,,5,40,受到攻击时，概率触发「生命恢复」,GameSystem/Fairy,FairySkill_0_4,「生命恢复」持续5秒，每秒恢复1%最大生命，额外恢复500点生命值,,530301=1,,获得生命恢复！,0=1,Audio/Pet/Pet_CastSkill
1311,泡沫,2,,5,40,受到攻击时，概率触发「生命恢复」,GameSystem/Fairy,FairySkill_0_4,「生命恢复」持续5秒，每秒恢复1%最大生命，额外恢复700点生命值,,530302=2,,获得生命恢复！,0=1,Audio/Pet/Pet_CastSkill
1311,泡沫,3,,5,40,受到攻击时，概率触发「生命恢复」,GameSystem/Fairy,FairySkill_0_4,「生命恢复」持续5秒，每秒恢复1%最大生命，额外恢复900点生命值,,530303=3,,获得生命恢复！,0=1,Audio/Pet/Pet_CastSkill
1311,泡沫,4,,5,40,受到攻击时，概率触发「生命恢复」,GameSystem/Fairy,FairySkill_0_4,「生命恢复」持续5秒，每秒恢复1%最大生命，额外恢复1100点生命值,,530304=4,,获得生命恢复！,0=1,Audio/Pet/Pet_CastSkill
1311,泡沫,5,,5,40,受到攻击时，概率触发「生命恢复」,GameSystem/Fairy,FairySkill_0_4,「生命恢复」持续5秒，每秒恢复1%最大生命，额外恢复1300点生命值,,530305=5,,获得生命恢复！,0=1,Audio/Pet/Pet_CastSkill
1311,泡沫,6,,5,40,受到攻击时，概率触发「生命恢复」,GameSystem/Fairy,FairySkill_0_4,「生命恢复」持续5秒，每秒恢复1%最大生命，额外恢复1500点生命值,,530306=6,,获得生命恢复！,0=1,Audio/Pet/Pet_CastSkill
